NumeroEstudiante;RUN;Cohorte;Bloqueo;Causal_Bloqueo;Ultima_carga;Fecha_logro;Logro
517154;18340509;2018-01;N;Sin Bloqueo;2022-02;2022-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
547473;25567307;2015-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
508106;5129618;2015-01;N;Sin Bloqueo;2015-02;2015-01;INGRESO
616479;9905191;2015-01;S;ALUMNO CON DEUDA MOROSA;2016-01;2015-01;INGRESO
418829;6800064;2017-01;N;Sin Bloqueo;2022-02;2022-02;10 SEMESTRE - EGRESO
636801;11249741;2021-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
535573;6036624;2015-01;S;ALUMNO CON DEUDA MOROSA;2016-02;2016-01;1 SEMESTRE
391858;22924272;2015-01;S;ALUMNO CON DEUDA MOROSA;2017-01;2017-01;2 SEMESTRE
413516;22698320;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-02;1 SEMESTRE
433129;19097720;2020-01;S;BLOQUEO POR NO INSCRIPCION;2020-01;2020-01;INGRESO
516410;15795221;2023-01;N;Sin Bloqueo;2024-02;2024-01;3 SEMESTRE
478736;8965636;2016-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
501697;25455466;2016-01;S;CAMBIO DE PLAN O CARRERA;2019-02;2019-02;2 SEMESTRE
638161;9126560;2016-01;S;SUSPENSION DE ESTUDIOS;2021-01;2020-01;3 SEMESTRE
533431;8128010;2015-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
492700;12062092;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - EGRESO
536711;12164266;2016-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
579360;13324699;2019-01;N;Sin Bloqueo;2020-02;2020-01;1 SEMESTRE
610415;6260911;2015-01;N;Sin Bloqueo;2021-01;2021-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
492449;15986204;2015-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2017-02;2017-01;2 SEMESTRE
458559;14014213;2015-01;N;Sin Bloqueo;2021-01;2021-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
629084;10321947;2017-01;N;Sin Bloqueo;2021-02;2021-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
470454;20742651;2015-01;S;ALUMNO CON DEUDA MOROSA;-;2015-01;INGRESO
592779;15409769;2016-01;S;ALUMNO CON DEUDA MOROSA;2016-01;2016-01;INGRESO
559280;22806193;2014-01;N;Sin Bloqueo;2014-02;2014-01;INGRESO
640254;10592470;2017-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2019-01;2019-01;2 SEMESTRE
378164;10791490;2018-01;S;SUSPENSION DE ESTUDIOS;2019-02;2018-01;INGRESO
429233;16366131;2016-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2017-02;2017-02;1 SEMESTRE
499024;9918083;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
483094;17978475;2017-01;N;Sin Bloqueo;2021-02;2021-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
417823;16603047;2016-02;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
368220;16677715;2016-01;S;SUSPENSION DE ESTUDIOS;2017-01;2016-01;INGRESO
424045;10027506;2014-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2017-01;2015-01;1 SEMESTRE
429918;4764206;2017-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
472489;18533057;2015-01;S;SUSPENSION DE ESTUDIOS;2015-01;2015-01;INGRESO
574039;18938722;2016-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2016-01;INGRESO
515518;6118750;2015-01;S;BLOQUEO POR NO INSCRIPCION;2015-02;2015-01;INGRESO
638184;21620951;2016-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2018-01;2017-02;1 SEMESTRE
568112;18208133;2015-01;N;Sin Bloqueo;2015-01;2015-01;INGRESO
466329;15243028;2017-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2018-02;2017-02;1 SEMESTRE
459470;4134671;2015-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2016-01;2015-01;INGRESO
441995;13392118;2017-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
560799;17808542;2017-01;S;ALUMNO EGRESADO;2023-01;2023-01;10 SEMESTRE - EGRESO
624544;20234541;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-01;1 SEMESTRE
534926;18975356;2017-01;S;ALUMNO EGRESADO;2022-01;2022-01;10 SEMESTRE - EGRESO
575021;20848048;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
642601;21229375;2015-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
572652;24697034;2015-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2015-01;INGRESO
611191;13491308;2021-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2022-02;2021-02;1 SEMESTRE
548279;13615104;2014-01;S;ALUMNO CON DEUDA MOROSA;-;2014-01;INGRESO
605198;21058386;2014-01;S;ALUMNO EGRESADO;2018-01;2018-01;10 SEMESTRE - EGRESO
579427;11348209;2014-01;N;Sin Bloqueo;2018-02;2018-02;10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL
643324;22333568;2022-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
494227;14637472;2014-01;S;ALUMNO CON DEUDA MOROSA;-;2014-01;INGRESO
618470;24165387;2014-01;S;ALUMNO CON DEUDA MOROSA;-;2014-01;INGRESO
485547;8606753;2015-01;S;CAMBIO DE PLAN O CARRERA;2017-02;2017-02;5 SEMESTRE
372962;8301729;2015-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
632759;20575348;2016-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
418653;16639147;2015-01;S;ALUMNO CON DEUDA MOROSA;2016-02;2016-01;1 SEMESTRE
551069;7868148;2017-01;N;Sin Bloqueo;2021-02;2021-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
635490;5996497;2015-01;N;Sin Bloqueo;2019-02;2019-02;10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL
477468;20978171;2015-01;N;Sin Bloqueo;2020-02;2020-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
444908;10652375;2018-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
595423;10000703;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-01;INGRESO
472555;23080115;2015-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
648233;22481847;2019-01;S;ALUMNO(A) TITULADO(A);2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
448753;9745720;2016-01;N;Sin Bloqueo;2016-02;2016-01;INGRESO
652385;20942950;2017-01;S;CAMBIO DE PLAN O CARRERA;2022-02;2022-01;3 SEMESTRE
647824;25104216;2017-01;S;CAMBIO DE PLAN O CARRERA;2017-01;2022-01;3 SEMESTRE
642593;21143608;2017-01;N;Sin Bloqueo;2024-02;2024-01;2 SEMESTRE
418797;20056114;2017-01;S;ALUMNO EGRESADO;2023-01;2023-01;10 SEMESTRE - EGRESO
522811;17634346;2017-01;N;Sin Bloqueo;2021-02;2021-02;10 SEMESTRE - EGRESO
398010;4184713;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
648290;14769092;2014-01;S;CAMBIO DE PLAN O CARRERA;2014-01;2014-01;INGRESO
367667;25561440;2014-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
454485;20765705;2015-01;S;ALUMNO(A) TITULADO(A);2019-02;2019-02;10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL
483506;10687144;2015-01;S;ALUMNO CON DEUDA MOROSA;2017-01;2017-01;2 SEMESTRE
551257;5219487;2019-01;N;Sin Bloqueo;2019-02;2019-01;INGRESO
490334;13785649;2014-01;N;Sin Bloqueo;2018-02;2018-02;10 SEMESTRE - EGRESO
485640;20579755;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-01;INGRESO
444505;9561039;2015-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2018-01;2016-02;3 SEMESTRE
534538;11459128;2015-01;N;Sin Bloqueo;2020-01;2020-01;10 SEMESTRE - EGRESO
382409;25030777;2015-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
537493;13181815;2015-01;N;Sin Bloqueo;2015-01;2015-01;INGRESO
584552;25521846;2015-01;S;BLOQUEO POR NO INSCRIPCION;2015-01;2015-01;INGRESO
407489;5664869;2015-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2017-02;2017-01;2 SEMESTRE
533457;19386955;2015-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
453786;20227869;2016-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
593576;15512519;2015-01;S;ALUMNO EGRESADO;2020-02;2020-02;10 SEMESTRE - EGRESO
412702;7701556;2016-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
426411;4410982;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-01;2015-01;INGRESO
600677;8424146;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-02;INGRESO
493605;21875538;2015-01;S;CAMBIO DE PLAN O CARRERA;2017-02;2017-02;6 SEMESTRE - BACHILLER
497001;8068366;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
448600;4678911;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-01;2015-01;INGRESO
453795;12950892;2016-01;S;ALUMNO EGRESADO;2020-02;2020-02;10 SEMESTRE - EGRESO
516078;11425271;2015-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2018-02;2018-01;3 SEMESTRE
604125;23698434;2015-01;S;ALUMNO CON DEUDA MOROSA;2017-01;2016-01;1 SEMESTRE
626197;15726568;2014-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-01;1 SEMESTRE
556756;17173130;2016-01;S;SUSPENSION DE ESTUDIOS;2016-01;2016-01;INGRESO
506080;14959887;2018-01;N;Sin Bloqueo;2024-02;2024-01;8 SEMESTRE
386704;4477944;2016-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
433025;4595790;2016-01;S;CAMBIO DE PLAN O CARRERA;2016-02;2016-02;2 SEMESTRE
634316;14449416;2019-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
526549;6253109;2015-01;N;Sin Bloqueo;2022-01;2018-02;8 SEMESTRE
517269;15536081;2014-01;S;CAMBIO DE PLAN O CARRERA;2019-02;2019-01;5 SEMESTRE
492165;18529179;2014-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
633554;14946044;2015-01;S;CAMBIO DE PLAN O CARRERA;2018-01;2017-01;3 SEMESTRE
615996;9582720;2015-01;S;SUSPENSION DE ESTUDIOS;2018-02;2018-02;4 SEMESTRE
483443;18930785;2015-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
437761;12505081;2016-01;S;ALUMNO EGRESADO;2021-01;2021-01;10 SEMESTRE - EGRESO
499514;14254435;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-01;2015-01;INGRESO
573244;16062096;2017-01;S;SUSPENSION DE ESTUDIOS;2017-01;2017-01;INGRESO
634585;25642500;2015-01;N;Sin Bloqueo;2015-02;2015-01;INGRESO
575088;15655930;2015-01;S;CAMBIO DE PLAN O CARRERA;2015-02;2015-01;INGRESO
494015;6058843;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
589996;8365189;2016-01;S;CAMBIO DE PLAN O CARRERA;2020-02;2020-02;7 SEMESTRE
499240;10084558;2016-01;S;ALUMNO EGRESADO;2022-01;2022-01;10 SEMESTRE - EGRESO
628107;5070399;2015-01;S;ALUMNO CON DEUDA MOROSA;2017-01;2015-01;1 SEMESTRE
425135;23610681;2015-01;N;Sin Bloqueo;2019-02;2019-02;10 SEMESTRE - EGRESO
639304;10723575;2017-01;S;ALUMNO EGRESADO;2022-02;2022-02;10 SEMESTRE - EGRESO
482105;17282444;2015-01;N;Sin Bloqueo;2015-02;2015-01;INGRESO
610065;19145436;2018-01;S;ALUMNO EGRESADO;2022-02;2022-02;10 SEMESTRE - EGRESO
545395;4183710;2018-01;S;ALUMNO EGRESADO;2024-01;2024-01;10 SEMESTRE - EGRESO
605438;10832592;2000-01;S;BLOQUEO POR NO INSCRIPCION;2000-02;2000-01;INGRESO
616079;21476947;2009-01;S;ALUMNO CON DEUDA MOROSA;2011-02;2011-01;1 SEMESTRE
462709;22344715;2003-01;N;Sin Bloqueo;2009-02;2009-01;1 SEMESTRE
374808;21213312;2008-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
586571;15676783;2004-01;S;ALUMNO EGRESADO;2008-02;2008-02;QUINTO AÑO- EGRESO
643267;17392338;2024-01;N;Sin Bloqueo;-;2024-01;INGRESO
372059;6229588;2012-01;S;ALUMNO CON DEUDA MOROSA;2012-01;2012-01;INGRESO
522161;21701898;2016-01;S;ALUMNO CON DEUDA MOROSA;2016-01;2016-01;INGRESO
498197;7327348;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2008-01;2007-01;2 SEMESTRE
451081;10505725;2007-01;N;Sin Bloqueo;2011-02;2007-01;INGRESO
571949;23856537;2013-01;N;Sin Bloqueo;2013-02;2013-01;INGRESO
594696;16595445;2016-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
602245;15347230;2017-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
413396;12005202;2018-01;N;Sin Bloqueo;-;2018-01;INGRESO
497666;4671607;2016-01;N;Sin Bloqueo;2021-02;2021-01;3 SEMESTRE
368836;21509760;2022-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
540829;14524336;2022-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
428028;22188367;2019-01;N;Sin Bloqueo;2024-02;2024-01;7 SEMESTRE
637111;6720656;2015-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
591160;19714847;2016-01;S;SUSPENSION DE ESTUDIOS;2016-01;2016-01;INGRESO
595389;13580087;2018-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
477159;10081299;2016-01;S;ALUMNO CON DEUDA MOROSA;2016-02;2016-01;INGRESO
455193;9888039;2016-01;S;ALUMNO CON DEUDA MOROSA;2016-01;2016-01;INGRESO
519173;18411108;2016-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
466691;12329201;2020-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
601312;16018953;2017-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2019-01;2018-01;1 SEMESTRE
593302;9765673;2017-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
515124;23595575;2018-01;N;Sin Bloqueo;2022-02;2022-01;8 SEMESTRE - LICENCIATURA
429956;18303680;2017-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
432338;11833139;2019-01;S;RENUNCIA;-;2019-01;INGRESO
652986;22859757;2017-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
399719;14679045;2016-01;N;Sin Bloqueo;2022-01;2022-01;10 SEMESTRE - EGRESO
431194;5447124;2016-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
506425;5135929;2015-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
624115;4176755;2015-01;S;ALUMNO CON DEUDA MOROSA;2016-02;2016-01;1 SEMESTRE
565227;14058103;2016-01;N;Sin Bloqueo;2016-02;2016-01;INGRESO
462165;8991458;2016-01;N;Sin Bloqueo;2021-02;2021-02;10 SEMESTRE - EGRESO
623672;7646954;2020-01;N;Sin Bloqueo;2020-02;2020-01;INGRESO
483168;8976308;2016-01;S;ALUMNO EGRESADO;2022-01;2022-01;10 SEMESTRE - EGRESO
572192;6846063;2016-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2016-01;INGRESO
372478;17913376;2018-01;S;RENUNCIA;-;2018-01;INGRESO
648118;17104074;2015-01;N;Sin Bloqueo;2022-01;2022-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
428066;5797130;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-02;2015-01;INGRESO
462071;7221126;2015-01;S;ALUMNO EGRESADO;2020-02;2020-02;10 SEMESTRE - EGRESO
532305;20667644;2017-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2018-02;2018-01;1 SEMESTRE
557253;13817027;2017-01;S;ALUMNO EGRESADO;2022-02;2022-02;10 SEMESTRE - EGRESO
402222;17439093;2016-01;S;ALUMNO CON DEUDA MOROSA;2016-02;2016-01;INGRESO
476279;5006457;2017-01;N;Sin Bloqueo;2021-02;2021-02;10 SEMESTRE - EGRESO
453439;18161782;2018-01;S;ALUMNO EGRESADO;2023-01;2023-01;10 SEMESTRE - EGRESO
489214;21670186;2016-01;S;BLOQUEO POR NO INSCRIPCION;2016-02;2016-01;INGRESO
553880;16847933;2017-01;S;ALUMNO CON DEUDA MOROSA;-;2017-01;INGRESO
559695;9816837;2016-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
538943;7521265;2017-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
531218;8861511;2019-01;N;Sin Bloqueo;2023-02;2023-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
386440;13647548;2015-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
652131;20692073;2015-01;N;Sin Bloqueo;2015-02;2015-01;INGRESO
490515;19367602;2019-01;S;ALUMNO EGRESADO;2024-01;2024-01;10 SEMESTRE - EGRESO
572089;8294078;2015-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
507565;20023452;2019-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
570128;24986688;2015-01;N;Sin Bloqueo;2015-02;2015-01;INGRESO
539221;7910719;2016-01;S;BLOQUEO POR NO INSCRIPCION;2016-02;2016-01;INGRESO
454109;25910408;2024-01;N;Sin Bloqueo;2024-02;2024-01;1 SEMESTRE
371381;21516482;2017-01;N;Sin Bloqueo;2022-01;2022-01;10 SEMESTRE - EGRESO
505337;19433322;2017-01;S;CAMBIO DE PLAN O CARRERA;2018-02;2018-01;2 SEMESTRE
462016;9592229;2019-01;S;SUSPENSION DE ESTUDIOS;2021-01;2021-01;5 SEMESTRE
415237;7131580;2016-01;N;Sin Bloqueo;2024-01;2024-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
606122;21984563;2015-01;N;Sin Bloqueo;2015-02;2015-01;INGRESO
368213;6297652;2016-01;S;CAMBIO DE PLAN O CARRERA;2016-02;2016-01;INGRESO
634507;8543128;2019-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2023-02;2021-02;5 SEMESTRE
388477;7018235;2019-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
378071;12012173;2021-01;N;Sin Bloqueo;2021-01;2021-01;1 SEMESTRE
451461;9512942;2018-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2024-01;2022-01;5 SEMESTRE
642638;17521548;2015-01;S;CAMBIO DE PLAN O CARRERA;2015-02;2015-02;1 SEMESTRE
504736;13277917;2015-01;S;ALUMNO EGRESADO;2020-02;2020-02;10 SEMESTRE - EGRESO
441503;22692940;2015-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
445640;5134139;2021-01;S;SUSPENSION DE ESTUDIOS;2022-01;2021-01;1 SEMESTRE
608727;8602371;2016-01;S;BLOQUEO POR NO INSCRIPCION;2019-02;2017-02;2 SEMESTRE
399455;12273425;2015-01;S;CAMBIO DE PLAN O CARRERA;2019-02;2019-02;6 SEMESTRE - BACHILLER
596157;22335996;2015-01;S;ALUMNO EGRESADO;2021-01;2021-01;10 SEMESTRE - EGRESO
579014;7935096;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
653584;7526162;2015-01;S;CAMBIO DE PLAN O CARRERA;2017-02;2017-01;4 SEMESTRE
390975;16446002;2015-01;S;ALUMNO EGRESADO;2022-01;2022-01;10 SEMESTRE - EGRESO
586681;4534066;2016-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2022-02;2022-02;6 SEMESTRE - BACHILLER
649780;24870630;2016-01;S;BLOQUEO POR NO INSCRIPCION;2016-02;2016-01;INGRESO
398494;20488743;2015-01;S;ALUMNO EGRESADO;2020-01;2020-01;10 SEMESTRE - EGRESO
506521;21471694;2015-01;N;Sin Bloqueo;2019-02;2019-02;10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL
553013;9081244;2016-01;S;SUSPENSION DE ESTUDIOS;2017-01;2016-01;INGRESO
424701;17239471;2016-01;N;Sin Bloqueo;2016-02;2016-01;INGRESO
598451;8823219;2015-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
438444;24029296;2015-01;N;Sin Bloqueo;2021-01;2021-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
531907;4418022;2017-01;S;SUSPENSION DE ESTUDIOS;2017-02;2017-02;1 SEMESTRE
425288;10535151;2022-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
619205;18624404;2019-01;N;Sin Bloqueo;2023-02;2023-01;9 SEMESTRE
641071;5705647;2017-01;N;Sin Bloqueo;2017-02;2017-01;INGRESO
365006;24213903;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
468669;17043455;2016-01;N;Sin Bloqueo;2022-02;2022-02;10 SEMESTRE - EGRESO
617063;20957042;2021-01;N;Sin Bloqueo;2024-02;2024-01;7 SEMESTRE
411556;18604214;2015-01;N;Sin Bloqueo;2015-01;2015-01;INGRESO
592462;18601906;2015-01;N;Sin Bloqueo;2020-01;2020-01;10 SEMESTRE - EGRESO
477057;19983168;2019-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2019-01;2019-01;INGRESO
648031;25785431;2019-01;N;Sin Bloqueo;2024-02;2024-01;8 SEMESTRE
567519;20762908;2015-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2015-02;1 SEMESTRE
656300;9058595;2019-01;S;ALUMNO EGRESADO;2023-02;2023-02;10 SEMESTRE - EGRESO
626418;12449896;2015-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
397504;17153772;2015-01;N;Sin Bloqueo;2019-02;2019-02;10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL
610132;13683658;2015-01;S;ALUMNO EGRESADO;2022-02;2022-02;10 SEMESTRE - EGRESO
516034;24648905;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
369439;8878190;2015-01;N;Sin Bloqueo;2020-02;2020-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
605950;15926245;2017-01;S;ALUMNO EGRESADO;2023-01;2023-01;10 SEMESTRE - EGRESO
510466;12320772;2015-01;S;CAMBIO DE PLAN O CARRERA;2017-02;2016-02;1 SEMESTRE
620994;16180677;2015-01;N;Sin Bloqueo;2024-02;2024-01;7 SEMESTRE
466767;14663401;2021-01;N;Sin Bloqueo;2024-02;2023-01;4 SEMESTRE
490185;13668576;2016-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
527239;15001161;2024-01;N;Sin Bloqueo;-;2024-01;INGRESO
519457;7106311;2018-01;N;Sin Bloqueo;2018-02;2018-01;INGRESO
565744;15051401;2016-01;S;SUSPENSION DE ESTUDIOS;2016-02;2016-02;2 SEMESTRE
385579;20398383;2015-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2015-01;INGRESO
431994;21501224;2017-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
603924;9102118;2017-01;S;SUSPENSION DE ESTUDIOS;2017-01;2017-01;INGRESO
432876;14215920;2018-01;S;ALUMNO EGRESADO;2024-01;2024-01;10 SEMESTRE - EGRESO
