NumeroEstudiante;RUN;Cohorte;Bloqueo;Causal_Bloqueo;Ultima_carga;Fecha_logro;Logro
368572;21133957;2009-01;N;Sin Bloqueo;2016-01;2016-01;10 SEMESTRE - EGRESO
553606;6832052;2006-01;S;ALUMNO LICENCIADO;2014-02;2014-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
488460;7518441;2003-01;N;Sin Bloqueo;2008-01;2005-01;SEGUNDO AÑO
401427;24711539;2010-01;S;SUSPENSION DE ESTUDIOS;-;2010-01;INGRESO
367049;19435125;2007-01;S;ALUMNO CON DEUDA MOROSA;2007-02;2007-01;1 SEMESTRE
406919;24784339;2007-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2010-02;2010-01;2 SEMESTRE
493798;5524502;2003-01;S;ALUMNO LICENCIADO;2008-02;2005-01;SEGUNDO AÑO
561803;10754153;2008-02;S;ALUMNO EGRESADO;2009-01;2009-01;QUINTO AÑO - EGRESO
603058;23588133;2009-01;S;ALUMNO LICENCIADO;2015-02;2015-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
624046;18655236;2002-01;S;BLOQUEO POR NO INSCRIPCION;2005-01;2002-02;PRIMER AÑO
649018;9079472;2005-01;S;ALUMNO CON DEUDA MOROSA;2007-01;2005-01;INGRESO
